Data,Hora,Serviço,Dispositivo,Status,Categoria
2024-06-24,19:41:00,ping,PTP_SANTAROSA_AMADOR/PTP_ALTODOSABIA_AMADOR,up,PTP
2024-06-24,19:41:00,ping,NET*146_SANTAROSA_AMADOR,up,Setor
2024-06-24,19:41:00,ping,NET*120_SANTAROSA_AMADOR,up,Setor
2024-06-24,19:41:00,ping,NET.S*168,up,Setor
2024-06-24,19:41:00,ping,NET*121_SANTAROSA_AMADOR,up,Setor
2024-06-24,19:41:00,ping,PTP ALTODOSABIA/SANTAROSA,up,PTP
2024-06-24,19:41:00,ping,PTP_SANTAROSA_AMADOR/PTP_BARUERI_AMADOR,up,PTP
2024-06-24,19:47:00,ping,NET.S*145,up,Setor
2024-06-24,19:47:00,ping,NET*146_SANTAROSA_AMADOR,down,Setor
2024-06-24,19:47:00,ping,NET*120_SANTAROSA_AMADOR,down,Setor
2024-06-24,19:47:00,ping,APM DO CEMEB SRA. MANOELA SANCHES CASAGRANDE,down,Escolas
2024-06-24,19:47:00,ping,PTP_SANTAROSA_AMADOR/PTP_ALTODOSABIA_AMADOR,down,PTP
2024-06-24,19:47:00,ping,NET.S*168,down,Setor
2024-06-24,19:47:00,ping,APM DO CEMEB ASSOCIACAO DE PAIS E MESTRES DO MACHADO DE ASSIS,down,Escolas
2024-06-24,19:47:00,ping,NET*121_SANTAROSA_AMADOR,down,Setor
2024-06-24,19:47:00,ping,PTP_SANTAROSA_AMADOR/PTP_BARUERI_AMADOR,down,PTP
2024-06-24,19:47:00,ping,PTP ALTODOSABIA/SANTAROSA,down,PTP
2024-06-24,20:16:00,ping,NET.S*145,down,Setor
2024-06-24,20:16:00,ping,APM DO CEMEB SRA. MANOELA SANCHES CASAGRANDE,up,Escolas
2024-06-24,20:16:00,ping,NET*120_SANTAROSA_AMADOR,up,Setor
2024-06-24,20:16:00,ping,APM DO CEMEB ASSOCIACAO DE PAIS E MESTRES DO MACHADO DE ASSIS,up,Escolas
2024-06-24,20:16:00,ping,NET.S*145,up,Setor
2024-06-24,20:16:00,ping,PTP_SANTAROSA_AMADOR/PTP_ALTODOSABIA_AMADOR,up,PTP
2024-06-24,20:16:00,ping,NET*146_SANTAROSA_AMADOR,up,Setor
2024-06-24,20:16:00,ping,NET.S*168,up,Setor
2024-06-24,20:16:00,ping,NET*121_SANTAROSA_AMADOR,up,Setor
2024-06-24,20:16:00,ping,PTP ALTODOSABIA/SANTAROSA,up,PTP
2024-06-25,05:59:00,ping,PTP_SANTAROSA_AMADOR/PTP_BARUERI_AMADOR,up,PTP
2024-06-25,06:00:00,ping,APM DO CEMEB PROFESSOR JOSSEI TODA,down,Escolas
2024-06-25,07:56:00,ping,APM DO CEMEB PROFESSOR JOSSEI TODA,up,Escolas
2024-06-25,07:58:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,down,Clientes PF
2024-06-25,08:40:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,up,Clientes PF
2024-06-25,08:40:00,ping,APM DO CEMEB ASSOCIAÇÂO DE PAIS E MESTRE DO CEMEB MONTEIRO LOBATO,down,Escolas
2024-06-25,08:55:00,ping,APM DO CEMEB ASSOCIAÇÂO DE PAIS E MESTRE DO CEMEB MONTEIRO LOBATO,up,Escolas
2024-06-25,08:56:00,ping,L2445 - SECRETARIA DE SEGURANÇA - POSTO DA GUARDA - VILA CARDOSO  * CONTRATO 22628 * RADIO *,down,Linktel
2024-06-25,10:05:00,ping,L2445 - SECRETARIA DE SEGURANÇA - POSTO DA GUARDA - VILA CARDOSO  * CONTRATO 22628 * RADIO *,up,Linktel
2024-06-25,10:06:00,ping,APM DO CEMEB ASSOCIAÇÂO DE PAIS E MESTRE DO CEMEB MONTEIRO LOBATO,down,Escolas
2024-06-25,10:12:00,ping,APM DO CEMEB ASSOCIAÇÂO DE PAIS E MESTRE DO CEMEB MONTEIRO LOBATO,up,Escolas
2024-06-25,10:13:00,ping,L2445 - SECRETARIA DE SEGURANÇA - POSTO DA GUARDA - VILA CARDOSO  * CONTRATO 22628 * RADIO *,down,Linktel
2024-06-25,10:19:00,ping,L2445 - SECRETARIA DE SEGURANÇA - POSTO DA GUARDA - VILA CARDOSO  * CONTRATO 22628 * RADIO *,up,Linktel
2024-06-25,10:20:00,ping,APM DO CEMEB ASSOCIAÇÂO DE PAIS E MESTRE DO CEMEB MONTEIRO LOBATO,down,Escolas
2024-06-25,11:47:00,ping,APM DO CEMEB ASSOCIAÇÂO DE PAIS E MESTRE DO CEMEB MONTEIRO LOBATO,up,Escolas
2024-06-25,11:47:00,ping,NET.S*89,down,Setor
2024-06-25,11:47:00,ping,NET.S*36,down,Setor
2024-06-25,12:18:00,ping,NET.S*66,down,Setor
2024-06-25,12:19:00,ping,APM DO CEMEB DA ESCOLA DO FUTURO-ETI-PROFESSOR IRANY TOLEDO DE MORAES,down,Escolas
2024-06-25,12:19:00,ping,APM DO CEMEB DA ESCOLA DO FUTURO-ETI-PROFESSOR IRANY TOLEDO DE MORAES,up,Escolas
2024-06-25,12:20:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,down,Clientes PF
2024-06-25,12:38:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,up,Clientes PF
2024-06-25,12:38:00,ping,NolimitsCotiaSetor1,down,Clientes PF
2024-06-25,12:56:00,ping,NolimitsCotiaSetor1,up,Clientes PF
2024-06-25,12:56:00,ping,APM DO CEMEB DA ESCOLA DO FUTURO-ETI-PROFESSOR IRANY TOLEDO DE MORAES,down,Escolas
2024-06-25,12:57:00,ping,APM DO CEMEB DA ESCOLA DO FUTURO-ETI-PROFESSOR IRANY TOLEDO DE MORAES,up,Escolas
2024-06-25,13:14:00,ping,L2459 - SECRETARIA DE SAÚDE -UBS AMADOR BUENO * CONTRATO 22460 *FTTH*,down,Linktel
2024-06-25,17:22:00,ping,L2459 - SECRETARIA DE SAÚDE -UBS AMADOR BUENO * CONTRATO 22460 *FTTH*,up,Linktel
2024-06-25,17:23:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,down,Clientes PF
2024-06-25,17:23:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,up,Clientes PF
2024-06-25,17:24:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,down,Clientes PF
2024-06-25,17:31:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,up,Clientes PF
2024-06-25,17:31:00,ping,NET.S*66,up,Setor
2024-06-25,17:32:00,ping,NET.S*89,up,Setor
2024-06-25,19:28:00,ping,NET.S*36,up,Setor
2024-06-26,04:44:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,down,Clientes PF
2024-06-26,04:44:00,ping,L2443 - SECRETARIA DE SEGURANCA  GUARDA CIVIL AMADOR BUENO * Contrato 22455 *FTTH*,down,Linktel
2024-06-26,06:33:00,ping,L2443 - SECRETARIA DE SEGURANCA  GUARDA CIVIL AMADOR BUENO * Contrato 22455 *FTTH*,up,Linktel
2024-06-26,06:36:00,ping,APM DO CEMEB ASSOCIAÇÂO DE PAIS E MESTRE DO CEMEB MONTEIRO LOBATO,down,Escolas
2024-06-26,07:55:00,ping,APM DO CEMEB ASSOCIAÇÂO DE PAIS E MESTRE DO CEMEB MONTEIRO LOBATO,up,Escolas
2024-06-26,09:32:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,up,Clientes PF
2024-06-26,09:33:00,ping,APM DO CEMEB DA ESCOLA DO FUTURO-ETI-PROFESSOR IRANY TOLEDO DE MORAES,down,Escolas
2024-06-26,10:45:00,ping,APM DO CEMEB DA ESCOLA DO FUTURO-ETI-PROFESSOR IRANY TOLEDO DE MORAES,up,Escolas
2024-06-26,10:46:00,ping,APM DO CEMEB ASSOCIAÇÂO DE PAIS E MESTRE DO CEMEB MONTEIRO LOBATO,down,Escolas
2024-06-26,10:48:00,ping,APM DO CEMEB ASSOCIAÇÂO DE PAIS E MESTRE DO CEMEB MONTEIRO LOBATO,up,Escolas
2024-06-26,10:49:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,down,Clientes PF
2024-06-26,10:50:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,up,Clientes PF
2024-06-26,10:51:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,down,Clientes PF
2024-06-26,10:51:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,up,Clientes PF
2024-06-26,10:52:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,down,Clientes PF
2024-06-26,11:10:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,up,Clientes PF
2024-06-26,11:11:00,ping,APM DO CEMEB ASSOCIAÇÂO DE PAIS E MESTRE DO CEMEB MONTEIRO LOBATO,down,Escolas
2024-06-26,12:13:00,ping,APM DO CEMEB ASSOCIAÇÂO DE PAIS E MESTRE DO CEMEB MONTEIRO LOBATO,up,Escolas
2024-06-26,12:13:00,ping,PTP FRADE/EDILEIA,down,PTP
2024-06-26,12:29:00,ping,PTP FRADE/EDILEIA,up,PTP
2024-06-26,12:29:00,ping,NET.S*03,down,Setor
2024-06-26,12:29:00,ping,NET.S*150,down,Setor
2024-06-26,12:29:00,ping,NET.S*02,down,Setor
2024-06-26,12:29:00,ping,NET.S*37,down,Setor
2024-06-26,12:29:00,ping,PTP FRADE/EDILEIA,down,PTP
2024-06-26,12:29:00,ping,PTP DEPOSITO/EDILEIA,down,PTP
2024-06-26,12:29:00,ping,PTP EDILEIA/FRADE,down,PTP
2024-06-26,12:29:00,ping,NET.S*165,down,Setor
2024-06-26,12:29:00,ping,NET.S*142,down,Setor
2024-06-26,12:29:00,ping,PTP EDILEIA/DEPOSITO,down,PTP
2024-06-26,12:29:00,ping,NET.S*14,down,Setor
2024-06-26,12:29:00,ping,NET.S*161,down,Setor
2024-06-26,12:29:00,ping,PTP EDILEIA/FRADE,up,PTP
2024-06-26,12:29:00,ping,NET.S*165,up,Setor
2024-06-26,12:42:00,ping,PTP EDILEIA/DEPOSITO,up,PTP
2024-06-26,12:42:00,ping,NET.S*142,down,Setor
2024-06-26,12:42:00,ping,NET.S*165,down,Setor
2024-06-26,12:42:00,ping,PTP EDILEIA/DEPOSITO,down,PTP
2024-06-26,12:42:00,ping,PTP EDILEIA/FRADE,down,PTP
2024-06-26,12:42:00,ping,PTP DEPOSITO/EDILEIA,down,PTP
2024-06-26,12:43:00,ping,NET.S*14,down,Setor
2024-06-26,12:43:00,ping,NET.S*03,down,Setor
2024-06-26,12:43:00,ping,NET.S*150,down,Setor
2024-06-26,12:43:00,ping,NET.S*161,down,Setor
2024-06-26,12:43:00,ping,NET.S*02,down,Setor
2024-06-26,12:43:00,ping,PTP FRADE/EDILEIA,up,PTP
2024-06-26,12:43:00,ping,NET.S*165,up,Setor
2024-06-26,12:43:00,ping,NET.S*142,up,Setor
2024-06-26,12:43:00,ping,PTP EDILEIA/DEPOSITO,up,PTP
2024-06-26,12:43:00,ping,PTP EDILEIA/FRADE,up,PTP
2024-06-26,12:43:00,ping,PTP DEPOSITO/EDILEIA,up,PTP
2024-06-26,12:43:00,ping,NET.S*161,up,Setor
2024-06-26,12:43:00,ping,NET.S*14,up,Setor
2024-06-26,12:43:00,ping,NET.S*03,up,Setor
2024-06-26,13:16:00,ping,NET.S*150,up,Setor
2024-06-26,13:16:00,ping,PTP EDILEIA/DEPOSITO,down,PTP
2024-06-26,13:16:00,ping,PTP EDILEIA/FRADE,down,PTP
2024-06-26,13:16:00,ping,PTP DEPOSITO/EDILEIA,down,PTP
2024-06-26,13:16:00,ping,NET.S*165,down,Setor
2024-06-26,13:16:00,ping,NET.S*142,down,Setor
2024-06-26,13:16:00,ping,NET.S*150,down,Setor
2024-06-26,13:16:00,ping,NET.S*14,down,Setor
2024-06-26,13:16:00,ping,NET.S*161,down,Setor
2024-06-26,13:16:00,ping,NET.S*03,down,Setor
2024-06-26,13:16:00,ping,PTP FRADE/EDILEIA,down,PTP
2024-06-26,13:16:00,ping,PTP EDILEIA/FRADE,up,PTP
2024-06-26,13:16:00,ping,NET.S*165,up,Setor
2024-06-26,13:16:00,ping,NET.S*142,up,Setor
2024-06-26,13:16:00,ping,PTP EDILEIA/DEPOSITO,up,PTP
2024-06-26,14:19:00,ping,PTP DEPOSITO/EDILEIA,up,PTP
2024-06-26,14:19:00,ping,APM DO CEMEB PROFESSORA ROSANA MINAMI ANDRADE,down,Escolas
2024-06-26,15:16:00,ping,APM DO CEMEB PROFESSORA ROSANA MINAMI ANDRADE,up,Escolas
2024-06-26,15:16:00,ping,APM DO CEMEB PROFESSORA ROSANA MINAMI ANDRADE,down,Escolas
2024-06-26,20:42:00,ping,APM DO CEMEB PROFESSORA ROSANA MINAMI ANDRADE,up,Escolas
2024-06-26,20:43:00,ping,L2437 - SECRETARIA DE SEGURANCA  BASE DA GUARDA DO TERMINAL RODOVIARIO CENTRAL * CONTRATO 22578 *FTTH*,down,Linktel
2024-06-27,07:05:00,ping,L2437 - SECRETARIA DE SEGURANCA  BASE DA GUARDA DO TERMINAL RODOVIARIO CENTRAL * CONTRATO 22578 *FTTH*,up,Linktel
2024-06-27,07:07:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,down,Clientes PF
2024-06-27,07:15:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,up,Clientes PF
2024-06-27,07:18:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,down,Clientes PF
2024-06-27,08:03:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,up,Clientes PF
2024-06-27,08:04:00,ping,APM DO CEMEB ASSOCIAÇÂO DE PAIS E MESTRE DO CEMEB MONTEIRO LOBATO,down,Escolas
2024-06-27,08:34:00,ping,APM DO CEMEB ASSOCIAÇÂO DE PAIS E MESTRE DO CEMEB MONTEIRO LOBATO,up,Escolas
2024-06-27,12:00:00,ping,APM DO CEMEB DA ESCOLA DO FUTURO-ETI-PROFESSOR IRANY TOLEDO DE MORAES,down,Escolas
2024-06-27,12:01:00,ping,L2441 - SECRETARIA DE SAUDE CENTRO INTEGRADO DE SAUDE * Contrato 22579 *FTHH*,down,Linktel
2024-06-27,12:16:00,ping,L2441 - SECRETARIA DE SAUDE CENTRO INTEGRADO DE SAUDE * Contrato 22579 *FTHH*,up,Linktel
2024-06-27,12:48:00,ping,L2459 - SECRETARIA DE SAÚDE -UBS AMADOR BUENO * CONTRATO 22460 *FTTH*,down,Linktel
2024-06-27,12:48:00,ping,APM DO CEMEB ASSOCIACAO DE PAIS E MESTRES DO MACHADO DE ASSIS,down,Escolas
2024-06-27,16:06:00,ping,APM DO CEMEB ASSOCIACAO DE PAIS E MESTRES DO MACHADO DE ASSIS,up,Escolas
2024-06-27,16:06:00,ping,NET.S*135,down,Setor
2024-06-27,16:11:00,ping,NET.S*135,up,Setor
2024-06-27,16:13:00,ping,L2444 - SECRETARIA DE SEGURANÇA - GUARDA CIVIL MUNICIPAL - BASE * CONTRATO 22627 * RADIO *,down,Linktel
2024-06-27,16:19:00,ping,L2444 - SECRETARIA DE SEGURANÇA - GUARDA CIVIL MUNICIPAL - BASE * CONTRATO 22627 * RADIO *,up,Linktel
2024-06-27,16:19:00,ping,L2444 - SECRETARIA DE SEGURANÇA - GUARDA CIVIL MUNICIPAL - BASE * CONTRATO 22627 * RADIO *,down,Linktel
2024-06-27,16:33:00,ping,L2444 - SECRETARIA DE SEGURANÇA - GUARDA CIVIL MUNICIPAL - BASE * CONTRATO 22627 * RADIO *,up,Linktel
2024-06-27,16:35:00,ping,L2444 - SECRETARIA DE SEGURANÇA - GUARDA CIVIL MUNICIPAL - BASE * CONTRATO 22627 * RADIO *,down,Linktel
2024-06-27,16:43:00,ping,L2444 - SECRETARIA DE SEGURANÇA - GUARDA CIVIL MUNICIPAL - BASE * CONTRATO 22627 * RADIO *,up,Linktel
2024-06-27,16:44:00,ping,L2444 - SECRETARIA DE SEGURANÇA - GUARDA CIVIL MUNICIPAL - BASE * CONTRATO 22627 * RADIO *,down,Linktel
2024-06-27,16:58:00,ping,L2444 - SECRETARIA DE SEGURANÇA - GUARDA CIVIL MUNICIPAL - BASE * CONTRATO 22627 * RADIO *,up,Linktel
2024-06-27,17:31:00,ping,L2459 - SECRETARIA DE SAÚDE -UBS AMADOR BUENO * CONTRATO 22460 *FTTH*,up,Linktel
2024-06-27,17:32:00,ping,L2444 - SECRETARIA DE SEGURANÇA - GUARDA CIVIL MUNICIPAL - BASE * CONTRATO 22627 * RADIO *,down,Linktel
2024-06-27,18:32:00,ping,L2444 - SECRETARIA DE SEGURANÇA - GUARDA CIVIL MUNICIPAL - BASE * CONTRATO 22627 * RADIO *,up,Linktel
2024-06-27,18:32:00,ping,L2444 - SECRETARIA DE SEGURANÇA - GUARDA CIVIL MUNICIPAL - BASE * CONTRATO 22627 * RADIO *,down,Linktel
2024-06-27,18:59:00,ping,L2444 - SECRETARIA DE SEGURANÇA - GUARDA CIVIL MUNICIPAL - BASE * CONTRATO 22627 * RADIO *,up,Linktel
2024-06-27,19:00:00,ping,L2444 - SECRETARIA DE SEGURANÇA - GUARDA CIVIL MUNICIPAL - BASE * CONTRATO 22627 * RADIO *,down,Linktel
2024-06-27,23:26:00,ping,L2444 - SECRETARIA DE SEGURANÇA - GUARDA CIVIL MUNICIPAL - BASE * CONTRATO 22627 * RADIO *,up,Linktel
2024-06-27,23:26:00,ping,NolimitsCotiaSetor1,down,Clientes PF
2024-06-27,23:26:00,ping,NolimitsCotiaSetor1,up,Clientes PF
2024-06-27,23:26:00,ping,NET.S*37,down,Setor
2024-06-28,00:45:00,ping,NET.S*37,up,Setor
2024-06-28,00:45:00,ping,NolimitsCotiaSetor1,down,Clientes PF
2024-06-28,00:46:00,ping,L2443 - SECRETARIA DE SEGURANCA  GUARDA CIVIL AMADOR BUENO * Contrato 22455 *FTTH*,down,Linktel
2024-06-28,00:50:00,ping,L2443 - SECRETARIA DE SEGURANCA  GUARDA CIVIL AMADOR BUENO * Contrato 22455 *FTTH*,up,Linktel
2024-06-28,00:50:00,ping,PTP_EVOLA/CANARIO,down,PTP
2024-06-28,00:50:00,ping,SWITCH GERAL EVOLA,down,Estrutura
2024-06-28,00:50:00,ping,PTP_EVOLA/CANARIO,up,PTP
2024-06-28,05:52:00,ping,SWITCH GERAL EVOLA,up,Estrutura
2024-06-28,05:58:00,ping,L2444 - SECRETARIA DE SEGURANÇA - GUARDA CIVIL MUNICIPAL - BASE * CONTRATO 22627 * RADIO *,down,Linktel
2024-06-28,06:11:00,ping,L2444 - SECRETARIA DE SEGURANÇA - GUARDA CIVIL MUNICIPAL - BASE * CONTRATO 22627 * RADIO *,up,Linktel
2024-06-28,06:11:00,ping,APM DO CEMEB VEREADOR ROBERVAL LUIZ MENDES DA SILVA,down,Escolas
2024-06-28,06:22:00,ping,APM DO CEMEB VEREADOR ROBERVAL LUIZ MENDES DA SILVA,up,Escolas
2024-06-28,07:16:00,ping,L2444 - SECRETARIA DE SEGURANÇA - GUARDA CIVIL MUNICIPAL - BASE * CONTRATO 22627 * RADIO *,down,Linktel
2024-06-28,07:18:00,ping,L2459 - SECRETARIA DE SAÚDE -UBS AMADOR BUENO * CONTRATO 22460 *FTTH*,down,Linktel
2024-06-28,07:30:00,ping,L2459 - SECRETARIA DE SAÚDE -UBS AMADOR BUENO * CONTRATO 22460 *FTTH*,up,Linktel
2024-06-28,07:31:00,ping,L2457 - PREFEITURA  SECRETARIA DE OBRAS * Contrato 22458 *FTTH*,down,Linktel
2024-06-28,08:06:00,ping,L2457 - PREFEITURA  SECRETARIA DE OBRAS * Contrato 22458 *FTTH*,up,Linktel
2024-06-28,08:06:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,down,Clientes PF
2024-06-28,08:06:00,ping,NET.S*89,down,Setor
2024-06-28,08:07:00,ping,NET.S*36,down,Setor
2024-06-28,08:07:00,ping,NET.S*66,down,Setor
2024-06-28,08:07:00,ping,NET.S*89,up,Setor
2024-06-28,08:07:00,ping,NET.S*36,up,Setor
2024-06-28,08:07:00,ping,NET.S*66,up,Setor
2024-06-28,09:04:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,up,Clientes PF
2024-06-28,09:05:00,ping,L2459 - SECRETARIA DE SAÚDE -UBS AMADOR BUENO * CONTRATO 22460 *FTTH*,down,Linktel
2024-06-28,09:31:00,ping,L2459 - SECRETARIA DE SAÚDE -UBS AMADOR BUENO * CONTRATO 22460 *FTTH*,up,Linktel
2024-06-28,09:34:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,down,Clientes PF
2024-06-28,09:37:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,up,Clientes PF
2024-06-28,09:38:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,down,Clientes PF
2024-06-28,10:20:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,up,Clientes PF
2024-06-28,10:21:00,ping,APM DO CEMEB ASSOCIAÇÂO DE PAIS E MESTRE DO CEMEB MONTEIRO LOBATO,down,Escolas
2024-06-28,11:22:00,ping,APM DO CEMEB ASSOCIAÇÂO DE PAIS E MESTRE DO CEMEB MONTEIRO LOBATO,up,Escolas
2024-06-28,11:22:00,ping,APM DO CEMEB ASSOCIAÇÂO DE PAIS E MESTRE DO CEMEB MONTEIRO LOBATO,down,Escolas
2024-06-28,13:24:00,ping,APM DO CEMEB ASSOCIAÇÂO DE PAIS E MESTRE DO CEMEB MONTEIRO LOBATO,up,Escolas
2024-06-28,13:24:00,ping,APM DO CEMEB DA ESCOLA DO FUTURO ETI TARSILA DO AMARAL,down,Escolas
2024-06-28,13:25:00,ping,L2472 - SECRETARIA DE SAUDE  USF PARQUE SUBURBANO * Contrato 22465 *FTTH*,down,Linktel
2024-06-28,13:25:00,ping,L2472 - SECRETARIA DE SAUDE  USF PARQUE SUBURBANO * Contrato 22465 *FTTH*,up,Linktel
2024-06-28,15:27:00,ping,APM DO CEMEB DA ESCOLA DO FUTURO ETI TARSILA DO AMARAL,up,Escolas
2024-06-28,15:29:00,ping,APM DO CEMEB ASSOCIACAO DE PAIS E MESTRES DO MACHADO DE ASSIS,down,Escolas
2024-06-28,22:06:00,ping,L2444 - SECRETARIA DE SEGURANÇA - GUARDA CIVIL MUNICIPAL - BASE * CONTRATO 22627 * RADIO *,up,Linktel
2024-06-28,22:07:00,ping,L2437 - SECRETARIA DE SEGURANCA  BASE DA GUARDA DO TERMINAL RODOVIARIO CENTRAL * CONTRATO 22578 *FTTH*,down,Linktel
2024-06-29,04:47:00,ping,L2437 - SECRETARIA DE SEGURANCA  BASE DA GUARDA DO TERMINAL RODOVIARIO CENTRAL * CONTRATO 22578 *FTTH*,up,Linktel
2024-06-29,04:48:00,ping,CCR PTT MIKROTIK,down,Clientes PF
2024-06-29,04:50:00,ping,CCR PTT MIKROTIK,up,Clientes PF
2024-06-29,04:50:00,ping,L2464 - SECRETARIA DE SAUDE  UBS III VILA * Contrato 22463 *FTTH*,down,Linktel
2024-06-29,04:50:00,ping,L2472 - SECRETARIA DE SAUDE  USF PARQUE SUBURBANO * Contrato 22465 *FTTH*,down,Linktel
2024-06-29,04:50:00,ping,CLAUDEMIR DA SILVA VIANA *CONTRATO 22667* MONITORAR QUEDAS *,down,Clientes PF
2024-06-29,04:50:00,ping,APM DO CEMEB CORA CORALINA,down,Escolas
2024-06-29,04:50:00,ping,APM DO CEMEB ANTONIO OLIVEIRA CUNHA,down,Escolas
2024-06-29,04:50:00,ping,L2441 - SECRETARIA DE SAUDE CENTRO INTEGRADO DE SAUDE * Contrato 22579 *FTHH*,down,Linktel
2024-06-29,04:50:00,ping,JORGE LUIZ ORTEGA ROMANINI * CONTRATO 9047 * MONITORAR A TROCA DE ONT PARA ONU *,down,Clientes PF
2024-06-29,04:50:00,ping,L2457 - PREFEITURA  SECRETARIA DE OBRAS * Contrato 22458 *FTTH*,down,Linktel
2024-06-29,04:50:00,ping,L2465 - SECRETARIA DE SAUDE  UBS JD SANTA RITA II * Contrato 22464 *FTTH*,down,Linktel
2024-06-29,04:53:00,ping,L2451 - PREFEITURA  SECRETARIA DA CULTURA * Contrato 22581 *FTTH*,down,Linktel
2024-06-29,04:53:00,ping,RAUL GONÇALO DA SILVA * CONTRATO 22279 *,up,Clientes PF
2024-06-29,04:53:00,ping,APM DO CEMEB ASSOCIAÇÂO DE PAIS E MESTRE DO CEMEB MONTEIRO LOBATO,up,Escolas
2024-06-29,04:53:00,ping,APM DO CEMEB ANTONIO OLIVEIRA CUNHA,up,Escolas
2024-06-29,04:53:00,ping,L2474 - SECRETARIA DE SAUDE  USF VILA GIOIA *Contrato 22466 *FTTH*,up,Linktel
2024-06-29,04:53:00,ping,APM DO CEMEB PROFESSORA MARIA ZIBINA DE CARVALHO,up,Escolas
2024-06-29,04:53:00,ping,APM DO CEMEB DA ESCOLA DO FUTURO ETI TARSILA DO AMARAL,up,Escolas
2024-06-29,04:53:00,ping,L2462 - SECRETARIA DE SAUDE  UBS COHAB I * Contrato 22461 *FTTH*,up,Linktel
2024-06-29,04:53:00,ping,L2457 - PREFEITURA  SECRETARIA DE OBRAS * Contrato 22458 *FTTH*,up,Linktel
2024-06-29,04:53:00,ping,L2439  - SECRETARIA DE SAUDE  CENTRO DE REABILITACAO * Contrato 22454 *FTTH*,up,Linktel
2024-06-29,04:53:00,ping,L2463 - SECRETARIA DE SAUDE  UBS DR FLAVIO PIOVESAN * CONTRATO 22462  *FTTH*,up,Linktel
2024-06-29,04:53:00,ping,L2465 - SECRETARIA DE SAUDE  UBS JD SANTA RITA II * Contrato 22464 *FTTH*,up,Linktel
2024-06-29,04:53:00,ping,L2451 - PREFEITURA  SECRETARIA DA CULTURA * Contrato 22581 *FTTH*,up,Linktel
2024-06-29,04:53:00,ping,L2472 - SECRETARIA DE SAUDE  USF PARQUE SUBURBANO * Contrato 22465 *FTTH*,up,Linktel
2024-06-29,04:53:00,ping,L2464 - SECRETARIA DE SAUDE  UBS III VILA * Contrato 22463 *FTTH*,up,Linktel
2024-06-29,04:53:00,ping,JORGE LUIZ ORTEGA ROMANINI * CONTRATO 9047 * MONITORAR A TROCA DE ONT PARA ONU *,up,Clientes PF
2024-06-29,04:53:00,ping,L2442 - SECRETARIA DE SAUDE  DESENVOLVIMENTO SOCIAL * Contrato 22580 *FTTH*,up,Linktel
2024-06-29,04:53:00,ping,L2458 - SECRETARIA DE SEGURANA  COI * Contrato 22459 *FTTH*,up,Linktel
2024-06-29,04:53:00,ping,L2441 - SECRETARIA DE SAUDE CENTRO INTEGRADO DE SAUDE * Contrato 22579 *FTHH*,up,Linktel
2024-06-29,04:53:00,ping,L2437 - SECRETARIA DE SEGURANCA  BASE DA GUARDA DO TERMINAL RODOVIARIO CENTRAL * CONTRATO 22578 *FTTH*,up,Linktel
